Image_name,center_x,center_y,len_a,len_b,angle_in_radian
036072.jpg,103,110,157,189,1.329900090391779
036073.jpg,103,116,174,216,2.1703666993357222
036075.jpg,113,117,181,233,1.1562693110116105
036076.jpg,107,113,214,242,0.2938648127195986
036077.jpg,112,107,176,203,0.21302344263153686
036079.jpg,115,127,191,213,0.45051727436023953
036080.jpg,116,116,182,232,1.4483367230220008
036081.jpg,113,109,156,226,0.9908266867189995
024461.jpg,109,116,194,213,2.98529785448355
024462.jpg,117,110,132,214,1.0991385800959854
024463.jpg,124,106,197,250,1.2598802590114158
024466.jpg,116,126,218,245,1.5521551312707234
024467.jpg,110,121,175,236,2.2928565299869903
024469.jpg,122,109,195,246,1.324437281205754
024470.jpg,108,121,199,237,3.1039696442380253
024471.jpg,112,97,169,249,2.2463803742234725
024472.jpg,121,108,197,221,0.43360623472775
024474.jpg,109,114,172,237,2.228393916853295
024476.jpg,119,94,162,182,0.6948418313241297
024479.jpg,113,128,201,243,2.086993245617484
024481.jpg,112,129,182,212,2.9704352850720355
024482.jpg,195,62,81,125,2.9951273157509233
024484.jpg,112,117,216,258,2.7069916616158713
024486.jpg,120,127,165,220,1.2840509759069203
024487.jpg,105,111,148,184,1.0597392422971352
024488.jpg,111,114,208,217,0.0665998540039432
024489.jpg,98,97,175,205,3.0493258397273437
024490.jpg,111,122,209,230,0.061282357706084825
024491.jpg,113,110,165,197,0.8187655744853236
005459.jpg,108,104,199,211,1.3518883467739637
005464.jpg,113,106,167,182,3.078018737311858
005465.jpg,110,122,217,248,2.637514049833448
005466.jpg,208,162,51,188,0.05374594471629684
005468.jpg,110,126,216,246,0.5128084790991384
005469.jpg,106,108,158,172,2.2378167134222133
005470.jpg,125,108,159,218,1.2405895184973723
005472.jpg,107,107,173,219,1.877669982359746
005476.jpg,111,112,148,171,1.960142222365102
005477.jpg,113,113,187,202,0.31712109996531096
005479.jpg,108,117,211,218,1.6682151589441585
005480.jpg,116,109,154,192,1.7194350703993801
005481.jpg,112,108,165,215,0.8129072858774218
005482.jpg,110,123,184,200,2.145883061012133
005485.jpg,166,196,74,166,1.468437197665483
005486.jpg,103,108,162,196,1.5615788599460232
005487.jpg,122,129,219,227,1.5231284064435682
005488.jpg,107,104,188,247,1.948351342954885
005489.jpg,112,108,215,242,2.3144419832543006
005490.jpg,119,105,167,196,0.7285610459920044
005491.jpg,124,106,196,207,2.3432238304192228
005492.jpg,112,107,158,163,0.00976833963976154
005493.jpg,113,118,231,256,0.5825512418575927
005494.jpg,106,108,162,235,2.078898700642242
005495.jpg,98,118,170,209,1.405501241626676
005496.jpg,119,107,147,191,1.220829795315366
005498.jpg,116,131,172,212,1.6409503814941997
005500.jpg,132,186,96,281,1.4846816813666395
005501.jpg,117,111,157,185,0.9061737172550324
005502.jpg,112,112,184,211,0.4324576799286261
005504.jpg,109,116,186,188,1.9700800742888416
022727.jpg,117,113,207,230,1.4157312423219972
022730.jpg,99,120,205,244,2.5137404423787073
022731.jpg,101,118,201,251,0.39605686178012334
022732.jpg,100,121,211,267,2.2463470847098463
022733.jpg,110,122,200,208,0.5697891741768512
022734.jpg,112,116,211,233,2.6378607934073766
022735.jpg,102,105,166,204,1.0814031922375755
022738.jpg,127,100,150,205,0.6687732792568073
022739.jpg,122,201,59,229,1.5753834886145035
022740.jpg,105,115,149,159,0.12927162862380362
022742.jpg,109,114,201,242,1.7789467339085632
022743.jpg,100,106,204,218,0.9498524220305036
022744.jpg,102,100,186,213,2.576570271448075
022745.jpg,108,113,202,215,0.38584643531881396
022747.jpg,108,114,169,203,1.8094581710434374
022748.jpg,113,125,206,234,2.8123058342908367
022749.jpg,105,111,171,227,1.277138341823456
022750.jpg,115,118,131,194,1.5033254068938482
022751.jpg,116,120,189,227,2.4336623841933327
022752.jpg,112,125,208,225,2.2241500364981994
022753.jpg,82,201,62,263,1.624071133347223
021329.jpg,106,119,161,253,2.410344810953035
021330.jpg,119,107,180,185,2.096540944441527
021331.jpg,132,120,162,216,2.2032941562115167
021332.jpg,113,133,192,222,0.4308809886947583
021333.jpg,113,122,191,224,2.8711712817615123
021334.jpg,114,116,197,261,1.7994964838279417
021336.jpg,120,103,104,198,1.1147784596506665
021339.jpg,170,112,100,139,2.809218964271326
021341.jpg,111,111,190,239,1.7074780097371423
021342.jpg,99,106,178,222,1.5821122314246976
021343.jpg,99,131,193,237,0.47186510707928747
021344.jpg,96,101,192,204,1.8727580480452037
021345.jpg,116,119,213,227,1.4384235053383445
021346.jpg,105,106,202,226,0.8150567897722519
021347.jpg,105,110,170,220,1.4537771616548694
021348.jpg,115,124,217,246,2.956129582644457
021351.jpg,111,111,161,192,1.8444257424722867
021352.jpg,109,134,202,216,0.5336346318501535
021353.jpg,89,112,111,203,2.019269858045096
021354.jpg,108,102,173,199,1.980071455750492
021355.jpg,121,105,187,214,0.34346625460135166
021356.jpg,103,131,201,262,2.204404428069971
021357.jpg,100,119,217,258,2.3230767504566647
021358.jpg,129,114,156,197,1.5103002257887657
021359.jpg,112,119,194,229,0.3131650407450255
021360.jpg,112,122,180,236,2.7932027134755892
021361.jpg,114,108,145,248,2.1660361330871445
029694.jpg,115,109,193,239,1.4298377403000382
029695.jpg,104,114,193,229,1.7586878011802216
029696.jpg,101,116,148,221,1.6425902229354161
029697.jpg,117,111,208,215,2.6641813470928475
029698.jpg,109,115,172,184,2.4581347040822887
029699.jpg,135,105,193,224,1.0593873721381084
029702.jpg,113,125,214,228,2.5662177653426097
029703.jpg,110,123,216,243,0.01857433769724454
029704.jpg,113,121,211,234,0.22610177733648204
029705.jpg,108,118,201,240,2.5535427164504867
029707.jpg,128,112,205,241,1.5310881954676518
029708.jpg,188,53,98,151,2.9127890327483987
029710.jpg,109,120,208,249,2.409235870675126
029712.jpg,107,102,191,248,2.2055325431077284
029715.jpg,114,106,132,208,1.0581365519531254
029716.jpg,110,123,218,247,0.0736154900037554
029717.jpg,122,121,216,253,0.19133109673597357
029718.jpg,118,104,183,216,1.7344530352605005
029719.jpg,115,111,206,221,2.7688425126685257
029720.jpg,134,86,108,218,1.000795164995275
029723.jpg,105,110,175,197,1.2071342230935245
029724.jpg,96,117,194,214,1.3406904201804533
029725.jpg,119,114,205,214,0.8714670024549561
031281.jpg,195,79,79,242,3.0937577530381173
031283.jpg,107,108,173,239,2.0790154802560425
031285.jpg,113,107,218,228,0.3478508164410309
031288.jpg,108,119,195,213,0.27894223895977355
031289.jpg,110,127,190,205,0.4384404380279755
031290.jpg,113,121,225,253,2.891041126654593
031291.jpg,117,107,150,217,2.1015641988896343
031294.jpg,106,126,209,228,0.21996575431639862
031295.jpg,115,106,191,192,2.3204591294212253
031297.jpg,82,214,39,175,1.5862879348558876
031298.jpg,34,27,81,120,1.1071780642156894
031299.jpg,128,106,189,212,0.6916365837941648
031302.jpg,58,199,66,159,1.6298861455874112
031303.jpg,110,104,149,163,2.1910983431575533
007370.jpg,112,102,189,204,1.2934126529288215
007371.jpg,140,96,113,178,1.2762476475968791
007373.jpg,122,114,187,225,1.3052085923451093
007374.jpg,102,109,187,206,1.1136835675475076
007375.jpg,118,96,141,178,1.9693282639131124
007376.jpg,110,107,208,214,1.599798284223914
007378.jpg,107,114,205,228,0.15092381904355556
007379.jpg,119,120,194,226,0.4989814465879879
007381.jpg,122,98,127,180,1.3405059962749653
007385.jpg,119,94,158,184,0.8774835494106359
007386.jpg,117,105,153,169,0.23207900937656953
007388.jpg,139,155,37,122,1.471673471022147
007389.jpg,124,90,165,240,1.4777583946388149
007390.jpg,108,124,203,214,2.125699495742641
007391.jpg,111,99,168,251,0.9967378390745394
007392.jpg,113,117,199,216,2.328768192022273
007393.jpg,117,108,179,218,2.15089566281588
007395.jpg,116,121,155,249,1.586601921548408
007396.jpg,132,95,163,250,2.106748175109528
007397.jpg,176,111,55,133,3.029662123502635
014928.jpg,113,112,206,226,0.08765066519885244
014930.jpg,113,123,213,242,0.026360307606524365
014931.jpg,114,119,178,223,1.271729861123669
014932.jpg,117,105,137,242,2.1273822140774072
014935.jpg,116,124,221,246,0.03692075457825954
014936.jpg,112,109,189,245,0.18742317415239132
014939.jpg,120,111,143,219,1.218580489458685
014941.jpg,115,122,214,236,2.805791742264503
014942.jpg,119,101,124,198,1.198855254212795
014943.jpg,122,102,165,248,0.7696270565800535
014946.jpg,118,114,133,166,0.41155096655463613
026766.jpg,123,104,161,220,0.5170218329702392
026767.jpg,118,98,178,208,1.4039583392491386
026770.jpg,111,122,201,231,0.07545390339375073
026771.jpg,129,117,183,204,1.8777036713475357
026772.jpg,120,107,154,171,2.037722235447982
026773.jpg,28,43,79,121,0.1445165031321771
026775.jpg,108,110,173,241,1.9895909250669803
026777.jpg,114,117,203,210,0.25700672981192924
026778.jpg,109,115,192,215,0.7450290354876457
026779.jpg,121,119,219,237,0.31590313653027685
026781.jpg,110,111,144,194,1.2787004189608422
026783.jpg,96,115,167,233,2.356377449359233
026784.jpg,105,123,200,230,2.0980890399831895
026785.jpg,115,113,182,218,1.3069111512299971
026787.jpg,101,116,204,227,1.1627664919650222
026788.jpg,111,203,54,277,1.564893696554845
026789.jpg,105,94,195,228,1.4576861495028877
026791.jpg,118,106,130,178,2.1014804424733513
026792.jpg,104,123,207,221,1.986095259820142
017691.jpg,113,116,182,203,0.5656885718884017
017692.jpg,118,106,163,204,1.6366838642698383
017695.jpg,107,112,176,210,1.4699187141798942
017696.jpg,114,111,209,223,1.3783351342951047
017697.jpg,98,120,221,260,2.5414389156121855
017698.jpg,102,115,182,199,1.6697021349388044
017700.jpg,112,122,179,241,2.3433439389843858
017701.jpg,117,110,171,214,2.016509757891338
017702.jpg,96,103,176,239,2.2347082717978735
017703.jpg,112,107,197,223,0.5373102934971672
017704.jpg,113,111,158,194,1.7710216991367054
017706.jpg,107,113,168,197,2.2355218675108923
017707.jpg,103,100,179,228,2.2286658256005927
017708.jpg,110,108,150,161,2.395499818404715
017709.jpg,112,110,182,195,0.48401441468271533
017711.jpg,123,122,225,237,1.6377619118791027
017713.jpg,109,97,205,224,0.19834409870302008
017715.jpg,117,117,184,245,0.9113136181588852
017717.jpg,116,103,152,202,2.277455469403062
017719.jpg,108,107,164,207,1.1111786648052064
017721.jpg,121,127,190,239,0.4577890690062146
017722.jpg,120,107,206,243,1.7388658931867615
017723.jpg,120,100,184,218,2.1060610795482875
017724.jpg,115,99,209,234,1.250858401344609
017725.jpg,96,110,126,198,0.4076363860683287
017726.jpg,97,103,121,222,1.1056791705751654
017727.jpg,111,111,144,212,1.938294447730419
000909.jpg,109,133,218,240,1.389013478159941
000910.jpg,109,97,178,219,0.9956635198908015
000911.jpg,115,121,226,246,3.049731705477472
000912.jpg,110,119,228,242,0.9627120279861692
000914.jpg,112,123,216,238,3.140406481640272
000919.jpg,138,105,192,220,2.3491967681120527
000920.jpg,86,101,120,222,1.74475068024751
000921.jpg,117,122,208,229,2.380332583364496
000922.jpg,116,112,181,217,0.5458517834823511
000923.jpg,119,109,227,234,0.6363622758954067
000928.jpg,117,107,170,222,2.2631548269815545
000929.jpg,120,105,151,201,1.1201027844600073
000930.jpg,96,113,176,191,2.232891463302221
000931.jpg,108,112,138,268,2.148615464290555
000933.jpg,106,130,191,210,2.822160062956348
000934.jpg,117,113,182,230,1.2524674832752347
000938.jpg,103,106,176,230,2.2911694174364254
000939.jpg,121,112,197,256,2.4357657488222775
000940.jpg,135,113,118,203,0.13651463616287055
000941.jpg,111,114,205,211,0.5677914704641555
000942.jpg,118,114,183,220,1.9376552890687997
000943.jpg,111,112,173,237,1.0724409893791862
000944.jpg,123,114,206,258,0.9784492460786927
000945.jpg,110,114,177,221,0.9961103317426895
000946.jpg,85,77,185,213,0.7397935936796862
019613.jpg,120,101,182,208,0.9443410101545846
019615.jpg,123,106,198,239,1.0192720434801903
019617.jpg,100,118,203,216,0.979342936361496
019618.jpg,103,122,225,271,2.4498549362532325
019619.jpg,112,120,201,212,1.856928218525773
019620.jpg,121,125,204,223,2.1865723008849636
019621.jpg,93,92,99,203,1.0751958297897914
019622.jpg,107,97,157,195,2.922638467723947
019623.jpg,106,99,203,274,1.3312605662346462
019626.jpg,111,97,186,192,0.6252270667455674
019630.jpg,115,98,168,226,0.9251795661114645
019631.jpg,112,113,157,179,2.004313944837374
019632.jpg,115,124,209,217,2.0905076861500067
019634.jpg,123,106,160,228,0.9567066663070678
019635.jpg,103,125,181,199,0.20879828762785574
019636.jpg,112,111,164,190,0.3071179007263234
018596.jpg,112,124,197,221,2.863490192545506
018624.jpg,108,107,197,235,2.5866119866543276
018651.jpg,107,114,197,218,2.9763749332512393
018679.jpg,115,119,187,247,2.926522954489937
018710.jpg,124,117,174,191,1.8617751717097173
018741.jpg,125,205,53,218,1.590508246235336
018827.jpg,50,69,55,176,0.11198638989102273
018856.jpg,124,116,205,254,0.05188255586870362
018879.jpg,119,106,98,155,1.509210193954596
018903.jpg,122,107,117,173,1.58526448204897
018939.jpg,116,102,163,242,1.2866034826537067
018978.jpg,130,112,212,247,0.8149396106842884
019005.jpg,109,111,182,197,0.55181553326942
019039.jpg,114,103,127,207,1.1150190762551553
019066.jpg,141,115,96,157,1.6446407238167227
019095.jpg,101,119,181,222,1.6911216732702028
019137.jpg,107,119,153,225,1.6405743431482807
019180.jpg,107,96,178,228,1.1999586018524149
019213.jpg,77,120,126,228,0.037184116242933156
019253.jpg,96,130,207,265,2.46917270785234
019280.jpg,111,108,207,248,1.5059175947408767
019347.jpg,118,104,164,228,2.1151519130873275
019374.jpg,125,100,185,202,1.9403092622531182
019412.jpg,103,94,202,220,0.5075777976916274
019438.jpg,94,90,163,234,2.1643900332173667
019464.jpg,124,105,192,236,1.137301745095848
019487.jpg,107,104,167,232,2.1826629135627815
019524.jpg,115,110,178,218,1.6699238430995536
019547.jpg,112,108,156,177,2.1687385758033026
019581.jpg,116,105,207,241,0.3790495488742274
008897.jpg,106,110,154,192,0.48451066146233795
008898.jpg,114,99,155,214,2.0778029430117293
008899.jpg,98,112,194,241,1.9874492109183384
008900.jpg,132,101,201,216,0.9222015528015106
008903.jpg,109,116,153,224,1.234427230051038
008904.jpg,113,72,195,232,1.8071265735090731
008905.jpg,148,207,46,246,1.5658059623862515
008906.jpg,110,101,149,160,1.86394618063035
008907.jpg,118,119,219,269,0.8239340377918677
008909.jpg,109,116,137,178,2.376086439322474
008910.jpg,93,99,211,229,1.3025305175529258
008912.jpg,104,114,159,183,0.007872047228840927
008914.jpg,109,103,179,200,2.01532931173816
008916.jpg,108,115,211,225,2.298219603790192
008917.jpg,130,119,142,262,2.2677503777585954
008918.jpg,114,120,215,241,0.38680740370865546
010793.jpg,116,93,188,248,2.2472589510670895
010795.jpg,118,112,183,214,1.7250799066459122
010796.jpg,103,103,200,226,1.8369089702955383
010797.jpg,113,127,166,177,1.6667991561925635
010798.jpg,116,117,156,200,0.9454907633761991
010799.jpg,107,106,147,207,2.0167767397906182
010800.jpg,117,108,198,237,1.885182626636805
010801.jpg,122,110,209,255,0.3934602131382688
010802.jpg,114,109,179,193,1.7046682416290544
010803.jpg,112,104,196,213,0.4433561007680437
010805.jpg,116,102,202,230,1.1243205658364204
010806.jpg,100,95,176,215,2.3909327634513384
010807.jpg,129,105,181,204,2.1045440098333237
010808.jpg,117,107,158,191,2.1393657731924915
010809.jpg,153,116,113,192,2.720420385096487
010810.jpg,179,148,40,150,3.1016444382902773
010811.jpg,121,117,175,201,0.3917184392063297
011988.jpg,100,117,167,205,2.080639342730718
011989.jpg,97,115,162,212,1.7083995966323642
011990.jpg,114,118,206,222,2.8398812694819533
011993.jpg,109,107,162,258,0.9133527340265316
011994.jpg,120,112,131,187,2.0084739356181323
011995.jpg,121,111,160,260,0.9402597157840382
011997.jpg,128,115,142,199,2.1788537942556414
011998.jpg,133,108,202,239,1.0071694410643797
011999.jpg,112,114,174,221,1.2801186853993638
012000.jpg,127,126,197,208,2.325980661309287
012001.jpg,121,129,209,212,1.7725424972771953
012002.jpg,50,95,72,143,0.27605297549314656
012003.jpg,113,100,238,258,2.578091202746619
012004.jpg,110,117,204,237,0.02137156190047945
012006.jpg,204,53,62,148,3.0333183773632046
012007.jpg,123,104,136,214,0.9652132023029444
012008.jpg,163,126,93,174,3.1191368792782446
012009.jpg,103,115,183,238,1.5753601859549653
012010.jpg,119,122,161,192,1.3388785385328177
012013.jpg,18,88,54,160,0.18391467579805046
012014.jpg,110,123,219,247,0.04384192326077957
012015.jpg,103,107,205,213,2.4238691419167844
012016.jpg,92,111,160,219,2.451212349460846
012017.jpg,126,119,207,212,2.5543845416710607
012020.jpg,120,105,141,154,1.8171230149767947
012021.jpg,113,113,209,234,0.19443308019467062
028282.jpg,104,116,195,215,1.399127897663953
028283.jpg,96,108,152,217,0.9125493914837092
028284.jpg,111,93,113,203,0.980664796368557
028286.jpg,104,122,213,232,0.37521745980268506
028287.jpg,123,108,197,245,0.7286245623840029
028288.jpg,111,122,221,234,2.3626382747659007
028289.jpg,115,122,198,213,2.6419290382885814
028290.jpg,119,98,162,213,1.0176842002592577
028292.jpg,112,101,194,210,1.605831276199325
028293.jpg,104,103,191,193,2.4163068296853956
028294.jpg,117,105,158,227,2.1744196310406596
028295.jpg,122,109,193,257,0.9608777092063499
028296.jpg,109,124,212,230,0.48739992492896494
028297.jpg,113,111,159,173,0.9113151494765119
028300.jpg,118,116,182,227,2.258188830496884
028301.jpg,38,34,83,112,1.0478317830102
028302.jpg,113,110,171,185,2.025620032506335
028303.jpg,119,105,191,219,0.9014782979371135
028304.jpg,113,110,182,196,1.8910036309894458
028305.jpg,114,114,154,197,1.9104421769439888
028306.jpg,117,106,142,189,2.0210031764405736
028309.jpg,113,120,217,231,2.269587692594641
028312.jpg,93,110,176,215,0.697542010353361
028313.jpg,132,108,188,211,1.3037776758914097
028314.jpg,136,99,165,236,0.9465885183775298
032778.jpg,113,116,177,192,1.7430786145571038
032779.jpg,100,94,154,183,2.3466819450946907
032780.jpg,120,121,208,228,2.526527876668832
032783.jpg,122,108,190,230,0.5723101224647202
032784.jpg,101,114,209,237,1.8777898246087996
032785.jpg,117,131,186,234,2.9453749392143895
032786.jpg,118,103,217,256,1.0788739881503273
032787.jpg,108,114,193,233,0.4858121482870597
032788.jpg,121,108,159,199,2.184161474308169
032789.jpg,98,108,185,206,1.986147857251671
032791.jpg,107,115,163,177,1.3251711152441255
032792.jpg,115,119,171,212,1.2673436348083083
032794.jpg,102,112,194,247,1.6366463136984681
032795.jpg,115,128,186,203,2.4319046978738803
032796.jpg,108,117,169,207,2.4372864138047126
032797.jpg,117,113,175,217,1.6950357211242921
032798.jpg,113,109,170,230,1.2765804095750846
032799.jpg,111,104,162,273,2.2583038790559753
032802.jpg,114,104,151,182,1.4291779421399708
032803.jpg,105,120,161,179,2.8297641868168513
032805.jpg,112,92,213,222,0.8399238567137851
032806.jpg,123,126,181,214,1.3842911609150124
032807.jpg,54,25,76,128,1.5323417453927521
